Case,Activity,Timestamp,Resource,Injection
938,EVENT 13 END,55:59.5,,
,,,,
939,Check for completeness,03:09.2,Clerk-000005,
,,,,
939,New online application received,03:09.2,,
,,,,
939,Perform checks,28:39.3,Clerk-000002,
,,,,
939,Make decision,28:41.4,Manager-000006,
,,,,
939,Notify accept,56:05.6,Manager-000004,
,,,,
939,Deliver card,58:34.5,Manager-000005,
,,,,
939,EVENT 13 END,05:58.3,,
,,,,
946,Check for completeness,42:09.0,Clerk-000001,
,,,,
946,New online application received,42:09.0,,
,,,,
946,Request info,46:36.9,Manager-000001,
,,,,
946,info received,46:57.3,,
,,,,
946,Check for completeness,47:07.3,Clerk-000004,
,,,,
946,Request info,59:37.5,Manager-000002,
,,,,
946,info received,04:37.8,,
,,,,
946,Check for completeness,04:47.8,Clerk-000005,
,,,,
946,Perform checks,16:08.7,Clerk-000003,
,,,,
946,Make decision,36:02.5,Manager-000005,
,,,,
946,Notify accept,36:24.5,Manager-000004,
,,,,
946,Deliver card,55:05.9,Manager-000001,
,,,,
946,EVENT 13 END,05:19.7,,
,,,,
956,Check for completeness,53:47.9,Clerk-000002,
,,,,
956,New online application received,53:47.9,,
,,,,
956,Perform checks,08:58.5,Clerk-000006,
,,,,
956,Make decision,12:16.6,Manager-000002,
,,,,
956,Notify accept,12:20.7,Manager-000006,
,,,,
956,Deliver card,17:58.2,Manager-000003,
,,,,
956,EVENT 13 END,19:26.2,,
,,,,
959,Check for completeness,42:24.9,Clerk-000001,
,,,,
959,New online application received,42:24.9,,
,,,,
959,Perform checks,49:46.5,Clerk-000005,
,,,,
959,Make decision,51:11.7,Manager-000002,
,,,,
959,Notify accept,55:25.7,Manager-000001,
,,,,
959,Deliver card,04:05.5,Manager-000003,
,,,,
959,EVENT 13 END,29:51.0,,
,,,,
960,Check for completeness,05:59.7,Clerk-000002,
,,,,
960,New online application received,05:59.7,,
,,,,
960,Perform checks,16:06.8,Clerk-000006,
,,,,
960,Make decision,18:05.0,Manager-000004,
,,,,
960,notify reject,18:36.6,Manager-000002,
,,,,
960,time out,18:48.6,,
,,,,
960,EVENT 13 END,18:58.6,,
,,,,
972,Check for completeness,52:21.9,Clerk-000003,
,,,,
972,New online application received,52:21.9,,
,,,,
972,Request info,03:45.8,Manager-000005,
,,,,
972,info received,11:47.6,,
,,,,
972,Check for completeness,11:57.6,Clerk-000004,
,,,,
972,Perform checks,12:51.4,Clerk-000001,
,,,,
972,Make decision,16:00.9,Manager-000004,
,,,,
972,Notify accept,18:53.8,Manager-000005,
,,,,
972,Deliver card,35:55.7,Manager-000004,
,,,,
972,EVENT 13 END,48:49.3,,
,,,,
977,Check for completeness,41:49.2,Clerk-000001,
,,,,
977,New online application received,41:49.2,,
,,,,
977,Perform checks,46:24.4,Clerk-000006,
,,,,
977,Make decision,48:30.9,Manager-000006,
,,,,
977,Notify accept,53:02.0,Manager-000001,
,,,,
977,Deliver card,53:39.8,Manager-000002,
,,,,
977,EVENT 13 END,10:44.5,,
,,,,
978,Check for completeness,44:50.5,Clerk-000005,
,,,,
978,New online application received,44:50.5,,
,,,,
978,Request info,59:54.2,Manager-000003,
,,,,
978,info received,11:02.7,,
,,,,
978,Check for completeness,11:12.7,Clerk-000006,
,,,,
978,Request info,24:44.0,Manager-000005,
,,,,
978,info received,35:37.8,,
,,,,
978,Check for completeness,35:47.8,Clerk-000005,
,,,,
978,Perform checks,55:18.1,Clerk-000001,
,,,,
978,Make decision,06:46.2,Manager-000006,
,,,,
978,notify reject,08:46.9,Manager-000004,
,,,,
978,time out,14:27.5,,
,,,,
978,EVENT 13 END,14:37.5,,
,,,,
979,Check for completeness,30:09.8,Clerk-000004,
,,,,
979,New online application received,30:09.8,,
,,,,
979,Request info,48:34.7,Manager-000001,
,,,,
979,info received,52:29.3,,
,,,,
979,Check for completeness,52:39.3,Clerk-000003,
,,,,
979,Perform checks,54:50.8,Clerk-000002,
,,,,
979,Make decision,16:39.2,Manager-000002,
,,,,
979,Notify accept,29:45.2,Manager-000003,
,,,,
979,Deliver card,56:22.4,Manager-000001,
,,,,
979,EVENT 13 END,19:12.5,,
,,,,
981,Check for completeness,28:26.7,Clerk-000003,
,,,,
981,New online application received,28:26.7,,
,,,,
981,Request info,31:11.3,Manager-000002,
,,,,
981,info received,37:34.2,,
,,,,
981,Check for completeness,37:44.2,Clerk-000005,
,,,,
981,Request info,39:29.0,Manager-000003,
,,,,
981,info received,52:07.1,,
,,,,
981,Check for completeness,52:17.1,Clerk-000002,
,,,,
981,Perform checks,54:33.4,Clerk-000006,
,,,,
981,Make decision,55:01.1,Manager-000005,
,,,,
981,Notify accept,04:14.2,Manager-000004,
,,,,
981,Deliver card,06:37.2,Manager-000001,
,,,,
981,EVENT 13 END,14:07.8,,
,,,,
987,Check for completeness,13:00.8,Clerk-000004,
,,,,
987,New online application received,13:00.8,,
,,,,
987,Perform checks,29:57.5,Clerk-000002,
,,,,
987,Make decision,30:43.0,Manager-000006,
,,,,
987,Notify accept,41:09.0,Manager-000003,
,,,,
987,Deliver card,49:54.1,Manager-000006,
,,,,
987,EVENT 13 END,56:12.7,,
,,,,
988,Check for completeness,39:12.2,Clerk-000003,
,,,,
988,New online application received,39:12.2,,
,,,,
988,Perform checks,53:46.7,Clerk-000001,
,,,,
988,Make decision,55:04.7,Manager-000001,
,,,,
988,notify reject,58:57.0,Manager-000003,
,,,,
988,time out,59:55.0,,
,,,,
988,EVENT 13 END,00:05.0,,
,,,,
992,Check for completeness,14:52.5,Clerk-000006,
,,,,
992,New online application received,14:52.5,,
,,,,
992,Request info,30:36.8,Manager-000001,
,,,,
992,info received,31:32.0,,
,,,,
992,Check for completeness,31:42.0,Clerk-000003,
,,,,
992,Perform checks,41:29.2,Clerk-000005,
,,,,
992,Make decision,48:28.2,Manager-000003,
,,,,
992,Notify accept,57:57.0,Manager-000002,
,,,,
992,Deliver card,36:29.0,Manager-000001,
,,,,
992,EVENT 13 END,45:04.7,,
,,,,
994,Check for completeness,20:36.8,Clerk-000005,
,,,,
994,New online application received,20:36.8,,
,,,,
994,Request info,21:23.0,Manager-000001,
,,,,
994,info received,31:11.0,,
,,,,
994,Check for completeness,31:21.0,Clerk-000001,
,,,,
994,Perform checks,51:38.8,Clerk-000002,
,,,,
994,Make decision,47:22.8,Manager-000005,
,,,,
994,notify reject,55:00.5,Manager-000002,
,,,,
994,review request received,57:00.1,,
,,,,
994,Check for completeness,57:10.1,Clerk-000006,
,,,,
994,Perform checks,01:23.6,Clerk-000004,
,,,,
994,Make decision,12:04.0,Manager-000006,
,,,,
994,Notify accept,25:51.4,Manager-000001,
,,,,
994,Deliver card,28:20.1,Manager-000004,
,,,,
994,EVENT 13 END,45:13.9,,
,,,,
997,Check for completeness,09:25.1,Clerk-000003,
,,,,
997,New online application received,09:25.1,,
,,,,
997,Perform checks,10:16.7,Clerk-000002,
,,,,
997,Make decision,10:51.8,Manager-000005,
,,,,
997,Notify accept,21:24.6,Manager-000002,
,,,,
997,Deliver card,27:01.4,Manager-000003,
,,,,
997,EVENT 13 END,28:33.0,,
,,,,
1008,Check for completeness,42:34.4,Clerk-000005,
,,,,
1008,New online application received,42:34.4,,
,,,,
1008,Request info,09:13.2,Manager-000003,
,,,,
1008,info received,10:08.2,,
,,,,
1008,Check for completeness,10:18.2,Clerk-000006,
,,,,
1008,Perform checks,11:09.5,Clerk-000001,
,,,,
1008,Make decision,19:42.3,Manager-000001,
,,,,
1008,notify reject,26:34.1,Manager-000006,
,,,,
1008,review request received,35:23.0,,
,,,,
1008,Check for completeness,35:33.0,Clerk-000006,
,,,,
1008,Request info,45:43.0,Manager-000006,
,,,,
1008,info received,54:56.8,,
,,,,
1008,Check for completeness,55:06.8,Clerk-000003,
,,,,
1008,Perform checks,08:52.0,Clerk-000006,
,,,,
1008,Make decision,20:34.5,Manager-000002,
,,,,
1008,notify reject,22:41.1,Manager-000004,
,,,,
1008,time out,35:46.0,,
,,,,
1008,EVENT 13 END,35:56.0,,
,,,,
1014,Check for completeness,16:53.8,Clerk-000002,
,,,,
1014,New online application received,16:53.8,,
,,,,
1014,Request info,19:06.7,Manager-000006,
,,,,
1014,info received,27:15.7,,
,,,,
1014,Check for completeness,27:25.7,Clerk-000003,
,,,,
1014,Perform checks,44:14.7,Clerk-000004,
,,,,
1014,Make decision,58:07.8,Manager-000001,
,,,,
1014,Notify accept,58:14.9,Manager-000002,
,,,,
1014,Deliver card,58:04.9,Manager-000005,
,,,,
1014,EVENT 13 END,04:44.3,,
,,,,
1017,Check for completeness,27:13.1,Clerk-000005,
,,,,
1017,New online application received,27:13.1,,
,,,,
1017,Perform checks,41:53.6,Clerk-000004,
,,,,
1017,Make decision,51:11.4,Manager-000005,
,,,,
1017,Notify accept,03:03.5,Manager-000001,
,,,,
1017,Deliver card,05:27.6,Manager-000006,
,,,,
1017,EVENT 13 END,10:30.5,,
,,,,
1018,Check for completeness,30:33.9,Clerk-000006,
,,,,
1018,New online application received,30:33.9,,
,,,,
1018,Perform checks,34:43.5,Clerk-000003,
,,,,
1018,Make decision,36:55.0,Manager-000006,
,,,,
1018,notify reject,40:27.0,Manager-000003,
,,,,
1018,time out,49:56.6,,
,,,,
1018,EVENT 13 END,50:06.6,,
,,,,
1023,Check for completeness,18:55.3,Clerk-000002,
,,,,
1023,New online application received,18:55.3,,
,,,,
1023,Perform checks,39:50.9,Clerk-000006,
,,,,
1023,Make decision,40:58.0,Manager-000004,
,,,,
1023,notify reject,00:39.5,Manager-000001,
,,,,
1023,review request received,20:43.6,,
,,,,
1023,Check for completeness,20:53.6,Clerk-000006,
,,,,
1023,Request info,36:04.5,Manager-000004,
,,,,
1023,info received,40:29.0,,
,,,,
1023,Check for completeness,40:39.0,Clerk-000005,
,,,,
1023,Perform checks,43:34.4,Clerk-000003,
,,,,
1023,Make decision,03:45.7,Manager-000005,
,,,,
1023,notify reject,05:37.1,Manager-000003,
,,,,
1023,review request received,06:28.2,,
,,,,
1023,Check for completeness,06:38.2,Clerk-000001,
,,,,
1023,Perform checks,10:23.5,Clerk-000002,
,,,,
1023,Make decision,11:24.0,Manager-000004,
,,,,
1023,notify reject,17:25.7,Manager-000001,
,,,,
1023,review request received,35:11.1,,
,,,,
1023,Check for completeness,35:21.1,Clerk-000005,
,,,,
1023,Request info,48:14.7,Manager-000006,
,,,,
1023,info received,50:08.4,,
,,,,
1023,Check for completeness,50:18.4,Clerk-000004,
,,,,
1023,Perform checks,57:47.7,Clerk-000006,
,,,,
1023,Make decision,01:06.4,Manager-000002,
,,,,
1023,notify reject,18:04.2,Manager-000005,
,,,,
1023,review request received,19:35.0,,
,,,,
1023,Check for completeness,19:45.0,Clerk-000003,
,,,,
1023,Request info,36:36.2,Manager-000003,
,,,,
1023,info received,49:21.5,,
,,,,
1023,Check for completeness,49:31.5,Clerk-000001,
,,,,
1023,Perform checks,05:27.9,Clerk-000002,
,,,,
1023,Make decision,05:39.5,Manager-000004,
,,,,
1023,Notify accept,20:39.1,Manager-000001,
,,,,
1023,Deliver card,30:47.5,Manager-000006,
,,,,
1023,EVENT 13 END,02:43.0,,
,,,,
1025,Check for completeness,17:37.8,Clerk-000002,
,,,,
1025,New online application received,17:37.8,,
,,,,
1025,Perform checks,24:38.1,Clerk-000005,
,,,,
1025,Make decision,25:33.4,Manager-000005,
,,,,
1025,Notify accept,47:50.8,Manager-000003,
,,,,
1025,Deliver card,49:32.1,Manager-000004,
,,,,
1025,EVENT 13 END,50:13.8,,
,,,,
1028,Check for completeness,38:28.1,Clerk-000006,
,,,,
1028,New online application received,38:28.1,,
,,,,
1028,Request info,53:12.1,Manager-000004,
,,,,
1028,info received,00:29.8,,
,,,,
1028,Check for completeness,00:39.8,Clerk-000003,
,,,,
1028,Perform checks,11:32.9,Clerk-000001,
,,,,
1028,Make decision,19:00.0,Manager-000001,
,,,,
1028,Notify accept,40:37.7,Manager-000002,
,,,,
1028,Deliver card,49:55.9,Manager-000005,
,,,,
1028,EVENT 13 END,52:40.1,,
,,,,
1032,Check for completeness,18:56.3,Clerk-000005,
,,,,
1032,New online application received,18:56.3,,
,,,,
1032,Perform checks,26:29.0,Clerk-000003,
,,,,
1032,Make decision,33:54.2,Manager-000004,
,,,,
1032,notify reject,40:36.4,Manager-000003,
,,,,
1032,review request received,45:05.5,,
,,,,
1032,Check for completeness,45:15.5,Clerk-000004,
,,,,
1032,Request info,08:41.0,Manager-000001,
,,,,
1032,info received,12:43.9,,
,,,,
1032,Check for completeness,12:53.9,Clerk-000003,
,,,,
1032,Request info,23:09.7,Manager-000003,
,,,,
1032,info received,25:33.6,,
,,,,
1032,Check for completeness,25:43.6,Clerk-000006,
,,,,
1032,Request info,27:57.8,Manager-000005,
,,,,
1032,info received,33:14.1,,
,,,,
1032,Check for completeness,33:24.1,Clerk-000005,
,,,,
1032,Perform checks,38:48.0,Clerk-000002,
,,,,
1032,Make decision,44:16.2,Manager-000006,
,,,,
1032,notify reject,49:03.1,Manager-000003,
,,,,
1032,review request received,50:21.7,,
,,,,
1032,Check for completeness,50:31.7,Clerk-000004,
,,,,
1032,Perform checks,25:46.4,Clerk-000005,
,,,,
1032,Make decision,43:28.6,Manager-000006,
,,,,
1032,notify reject,44:24.3,Manager-000003,
,,,,
1032,time out,48:11.3,,
,,,,
1032,EVENT 13 END,48:21.3,,
,,,,
1035,Check for completeness,20:06.4,Clerk-000006,
,,,,
1035,New online application received,20:06.4,,
,,,,
1035,Request info,23:21.5,Manager-000002,
,,,,
1035,info received,32:21.2,,
,,,,
1035,Check for completeness,32:31.2,Clerk-000002,
,,,,
1035,Request info,47:01.0,Manager-000003,
,,,,
1035,info received,15:54.7,,
,,,,
1035,Check for completeness,16:04.7,Clerk-000004,
,,,,
1035,Perform checks,03:17.9,Clerk-000005,
,,,,
1035,Make decision,17:56.4,Manager-000006,
,,,,
1035,Notify accept,20:35.3,Manager-000005,
,,,,
1035,Deliver card,21:10.6,Manager-000002,
,,,,
1035,EVENT 13 END,23:05.0,,
,,,,
1040,Check for completeness,39:45.2,Clerk-000005,
,,,,
1040,New online application received,39:45.2,,
,,,,
1040,Perform checks,46:19.1,Clerk-000002,
,,,,
1040,Make decision,47:44.2,Manager-000001,
,,,,
1040,Notify accept,29:31.1,Manager-000005,
,,,,
1040,Deliver card,04:02.5,Manager-000004,
,,,,
1040,EVENT 13 END,18:32.3,,
,,,,
1041,Check for completeness,18:03.9,Clerk-000004,
,,,,
1041,New online application received,18:03.9,,
,,,,
1041,Request info,21:00.9,Manager-000003,
,,,,
1041,info received,22:41.1,,
,,,,
1041,Check for completeness,22:51.1,Clerk-000006,
,,,,
1041,Request info,31:47.5,Manager-000005,
,,,,
1041,info received,35:23.9,,
,,,,
1041,Check for completeness,35:33.9,Clerk-000003,
,,,,
1041,Perform checks,35:37.7,Clerk-000004,
,,,,
1041,Make decision,35:50.5,Manager-000006,
,,,,
1041,notify reject,36:02.4,Manager-000004,
,,,,
1041,time out,41:04.2,,
,,,,
1041,EVENT 13 END,41:14.2,,
,,,,
1050,Check for completeness,26:17.1,Clerk-000004,
,,,,
1050,New online application received,26:17.1,,
,,,,
1050,Perform checks,36:26.9,Clerk-000002,
,,,,
1050,Make decision,41:47.0,Manager-000006,
,,,,
1050,Notify accept,22:31.3,Manager-000004,
,,,,
1050,Deliver card,31:27.9,Manager-000001,
,,,,
1050,EVENT 13 END,45:59.4,,
,,,,
1071,Check for completeness,00:07.7,Clerk-000005,
,,,,
1071,New online application received,00:07.7,,
,,,,
1071,Request info,02:01.4,Manager-000004,
,,,,
1071,info received,05:52.8,,
,,,,
1071,Check for completeness,06:02.8,Clerk-000001,
,,,,
1071,Perform checks,11:56.6,Clerk-000004,
,,,,
1071,Make decision,23:58.7,Manager-000002,
,,,,
1071,Notify accept,28:43.5,Manager-000006,
,,,,
1071,Deliver card,30:54.8,Manager-000001,
,,,,
1071,EVENT 13 END,37:31.1,,
,,,,
1082,Check for completeness,48:27.2,Clerk-000001,
,,,,
1082,New online application received,48:27.2,,
,,,,
1082,Request info,58:49.1,Manager-000006,
,,,,
1082,info received,03:34.4,,
,,,,
1082,Check for completeness,03:44.4,Clerk-000003,
,,,,
1082,Request info,23:43.5,Manager-000002,
,,,,
1082,info received,25:14.0,,
,,,,
1082,Check for completeness,25:24.0,Clerk-000001,
,,,,
1082,Request info,41:37.6,Manager-000006,
,,,,
1082,info received,07:40.6,,
,,,,
1082,Check for completeness,07:50.6,Clerk-000002,
,,,,
1082,Perform checks,31:13.1,Clerk-000006,
,,,,
1082,Make decision,17:14.1,Manager-000002,
,,,,
1082,Notify accept,06:03.9,Manager-000003,
,,,,
1082,Deliver card,06:17.5,Manager-000006,
,,,,
1082,EVENT 13 END,29:46.3,,
,,,,
1086,Check for completeness,15:00.3,Clerk-000005,
,,,,
1086,New online application received,15:00.3,,
,,,,
1086,Perform checks,36:09.2,Clerk-000003,
,,,,
1086,Make decision,39:40.0,Manager-000004,
,,,,
1086,Notify accept,57:46.3,Manager-000006,
,,,,
1086,Deliver card,08:19.2,Manager-000001,
,,,,
1086,EVENT 13 END,12:02.1,,
,,,,
1092,Check for completeness,54:44.1,Clerk-000001,
,,,,
1092,New online application received,54:44.1,,
,,,,
1092,Perform checks,01:17.1,Clerk-000003,
,,,,
1092,Make decision,04:58.7,Manager-000003,
,,,,
1092,Notify accept,11:24.8,Manager-000005,
,,,,
1092,Deliver card,15:14.0,Manager-000001,
,,,,
1092,EVENT 13 END,19:35.3,,
,,,,
1094,Check for completeness,35:58.0,Clerk-000003,
,,,,
1094,New online application received,35:58.0,,
,,,,
1094,Request info,51:57.6,Manager-000005,
,,,,
1094,info received,58:19.7,,
,,,,
1094,Check for completeness,58:29.7,Clerk-000005,
,,,,
1094,Request info,58:37.1,Manager-000006,
,,,,
1094,info received,09:51.8,,
,,,,
1094,Check for completeness,10:01.8,Clerk-000002,
,,,,
1094,Request info,36:37.1,Manager-000004,
,,,,
1094,info received,40:22.2,,
,,,,
1094,Check for completeness,40:32.2,Clerk-000006,
,,,,
1094,Request info,41:43.2,Manager-000005,
,,,,
1094,info received,52:17.1,,
,,,,
1094,Check for completeness,52:27.1,Clerk-000001,
,,,,
1094,Request info,00:15.5,Manager-000004,
,,,,
1094,info received,10:02.0,,
,,,,
1094,Check for completeness,10:12.0,Clerk-000002,
,,,,
1094,Request info,12:59.4,Manager-000005,
,,,,
1094,info received,22:55.3,,
,,,,
1094,Check for completeness,23:05.3,Clerk-000005,
,,,,
1094,Perform checks,23:23.7,Clerk-000003,
,,,,
1094,Make decision,24:08.2,Manager-000006,
,,,,
1094,Notify accept,31:46.7,Manager-000004,
,,,,
1094,Deliver card,34:19.4,Manager-000005,
,,,,
1094,EVENT 13 END,40:00.7,,
,,,,
1105,Check for completeness,35:54.5,Clerk-000006,
,,,,
1105,New online application received,35:54.5,,
,,,,
1105,Request info,37:44.2,Manager-000005,
,,,,
1105,info received,49:32.4,,
,,,,
1105,Check for completeness,49:42.4,Clerk-000005,
,,,,
1105,Request info,00:42.2,Manager-000001,
,,,,
1105,info received,10:13.8,,
,,,,
1105,Check for completeness,10:23.8,Clerk-000004,
,,,,
1105,Request info,11:29.4,Manager-000002,
,,,,
1105,info received,36:49.4,,
,,,,
1105,Check for completeness,36:59.4,Clerk-000006,
,,,,
1105,Request info,41:25.7,Manager-000003,
,,,,
1105,info received,47:05.6,,
,,,,
1105,Check for completeness,47:15.6,Clerk-000003,
,,,,
1105,Request info,14:32.6,Manager-000005,
,,,,
1105,info received,25:19.2,,
,,,,
1105,Check for completeness,25:29.2,Clerk-000002,
,,,,
1105,Perform checks,28:12.5,Clerk-000006,
,,,,
1105,Make decision,32:06.8,Manager-000003,
,,,,
1105,notify reject,36:39.8,Manager-000006,
,,,,
1105,time out,41:12.1,,
,,,,
