Case,Activity,Timestamp,Resource,Injection,Aug,augmented_activity,semantic_reason,resource,case,diagnose
1624.0,Make decision,NaT,Manager-000003,,0,,,,,
1626.0,Deliver card,2025-05-31 00:35:06,Manager-000005,,0,,,,,
1626.0,Deliver card,2025-05-31 00:35:06,Manager-000005,,1,Deliver card,Random delete (for augmentation only),,,
1626.0,Check for completeness,2025-05-31 06:50:42,Clerk-000004,,0,,,,,
1626.0,New online application received,2025-05-31 06:50:42,,,0,,,,,
1626.0,Perform checks,2025-05-31 21:07:30,Clerk-000006,,0,,,,,
1626.0,Make decision,2025-05-31 23:47:54,Manager-000002,,0,,,,,
1626.0,notify reject,NaT,Manager-000003,,0,,,,,
1626.0,EVENT 13 END,NaT,,,0,,,,,
1626.0,review request received,NaT,,,0,,,,,
1626.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
1626.0,Perform checks,NaT,Clerk-000002,,0,,,,,
1626.0,Make decision,NaT,Manager-000006,,0,,,,,
1626.0,Notify accept,NaT,Manager-000004,,0,,,,,
1633.0,Notify accept,2025-05-31 01:15:54,Manager-000003,,0,,,,,
1633.0,Deliver card,2025-05-31 17:41:36,Manager-000004,,0,,,,,
1633.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
1633.0,New online application received,NaT,,,0,,,,,
1633.0,EVENT 13 END,NaT,,,0,,,,,
1633.0,Request info,NaT,Manager-000006,,0,,,,,
1633.0,info received,NaT,,,0,,,,,
1633.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
1633.0,Perform checks,NaT,Clerk-000003,,0,,,,,
1633.0,Make decision,NaT,Manager-000005,,0,,,,,
1633.0,New online application received,NaT,,,1,EVENT 13 END,Random swap,,,
1633.0,EVENT 13 END,NaT,,,1,New online application received,Random swap,,,
1633.0,Perform checks,NaT,Clerk-000003,,1,Make decision,Random swap,,,
1633.0,Make decision,NaT,Manager-000005,,1,Perform checks,Random swap,,,
1633.0,Check for completeness,NaT,Clerk-000002,,1,Check for completeness,Random delete (for augmentation only),,,
1634.0,EVENT 13 END,2025-05-31 08:59:42,,,0,,,,,
1634.0,Check for completeness,2025-05-31 21:45:42,Clerk-000002,,0,,,,,
1634.0,New online application received,2025-05-31 21:45:42,,,0,,,,,
1634.0,New online application received,2025-05-31 21:45:42,,,1,Perform checks,Random swap,,,
1634.0,Perform checks,NaT,Clerk-000001,,0,,,,,
1634.0,Make decision,NaT,Manager-000006,,0,,,,,
1634.0,Notify accept,NaT,Manager-000004,,0,,,,,
1634.0,Deliver card,NaT,Manager-000002,,0,,,,,
1634.0,Perform checks,NaT,Clerk-000001,,1,New online application received,Random swap,,,
1642.0,Check for completeness,2025-05-31 15:47:18,Clerk-000003,,0,,,,,
1642.0,New online application received,2025-05-31 15:47:18,,,0,,,,,
1642.0,Request info,2025-05-31 16:43:24,Manager-000002,,0,,,,,
1642.0,info received,2025-05-31 21:55:30,,,0,,,,,
1642.0,Check for completeness,2025-05-31 22:05:30,Clerk-000001,,0,,,,,
1642.0,Perform checks,2025-05-31 23:37:24,Clerk-000006,,0,,,,,
1642.0,Make decision,NaT,Manager-000003,,0,,,,,
1642.0,Notify accept,NaT,Manager-000001,,0,,,,,
1642.0,Deliver card,NaT,Manager-000005,,0,,,,,
1642.0,EVENT 13 END,NaT,,,0,,,,,
1642.0,Make decision,NaT,Manager-000003,,1,Make decision,Random delete (for augmentation only),,,
1642.0,Notify accept,NaT,Manager-000001,,1,Notify accept,Random delete (for augmentation only),,,
1643.0,Perform checks,NaT,Clerk-000002,,0,,,,,
1643.0,Make decision,NaT,Manager-000001,,0,,,,,
1643.0,Notify accept,NaT,Manager-000006,,0,,,,,
1643.0,Deliver card,NaT,Manager-000004,,0,,,,,
1643.0,EVENT 13 END,NaT,,,0,,,,,
1643.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
1643.0,New online application received,NaT,,,0,,,,,
1643.0,Check for completeness,NaT,Clerk-000005,,1,Check for completeness,Random delete (for augmentation only),,,
1677.0,Make decision,NaT,Manager-000006,,0,,,,,
1677.0,notify reject,NaT,Manager-000002,,0,,,,,
1677.0,time out,NaT,,,0,,,,,
1677.0,EVENT 13 END,NaT,,,0,,,,,
1677.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
1677.0,New online application received,NaT,,,0,,,,,
1677.0,Perform checks,NaT,Clerk-000003,,0,,,,,
1677.0,EVENT 13 END,NaT,,,1,EVENT 13 END,Random delete (for augmentation only),,,
1677.0,Make decision,NaT,Manager-000006,,1,Make decision,Random delete (for augmentation only),,,
1678.0,Notify accept,2025-05-31 11:49:42,Manager-000005,,0,,,,,
1678.0,Deliver card,2025-05-31 11:52:24,Manager-000003,,0,,,,,
1678.0,EVENT 13 END,2025-05-31 13:19:42,,,0,,,,,
1678.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
1678.0,New online application received,NaT,,,0,,,,,
1678.0,Perform checks,NaT,Clerk-000001,,0,,,,,
1678.0,Make decision,NaT,Manager-000001,,0,,,,,
1679.0,Make decision,2025-05-31 02:49:18,Manager-000006,,0,,,,,
1679.0,Notify accept,2025-05-31 06:55:24,Manager-000001,,0,,,,,
1679.0,Deliver card,2025-05-31 07:25:48,Manager-000005,,0,,,,,
1679.0,Deliver card,2025-05-31 07:25:48,Manager-000005,,1,EVENT 13 END,Random swap,,,
1679.0,EVENT 13 END,2025-05-31 08:43:12,,,0,,,,,
1679.0,EVENT 13 END,2025-05-31 08:43:12,,,1,Deliver card,Random swap,,,
1679.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
1679.0,New online application received,NaT,,,0,,,,,
1679.0,Perform checks,NaT,Clerk-000006,,0,,,,,
1681.0,EVENT 13 END,2025-05-31 08:32:24,,,0,,,,,
1681.0,info received,2025-05-31 09:37:12,,,0,,,,,
1681.0,Check for completeness,2025-05-31 09:47:12,Clerk-000005,,0,,,,,
1681.0,Perform checks,NaT,Clerk-000006,,0,,,,,
1681.0,Make decision,NaT,Manager-000006,,0,,,,,
1681.0,Notify accept,NaT,Manager-000005,,0,,,,,
1681.0,Deliver card,NaT,Manager-000003,,0,,,,,
1681.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
1681.0,New online application received,NaT,,,0,,,,,
1681.0,Request info,NaT,Manager-000004,,0,,,,,
1681.0,Perform checks,NaT,Clerk-000006,,1,Make decision,Random swap,,,
1681.0,Make decision,NaT,Manager-000006,,1,Perform checks,Random swap,,,
1682.0,Check for completeness,2025-05-31 09:48:54,Clerk-000004,,0,,,,,
1682.0,New online application received,2025-05-31 09:48:54,,,0,,,,,
1682.0,Perform checks,2025-05-31 17:55:06,Clerk-000003,,0,,,,,
1682.0,Make decision,NaT,Manager-000001,,0,,,,,
1682.0,notify reject,NaT,Manager-000002,,0,,,,,
1682.0,time out,NaT,,,0,,,,,
1682.0,EVENT 13 END,NaT,,,0,,,,,
1682.0,time out,NaT,,,1,EVENT 13 END,Random swap,,,
1682.0,EVENT 13 END,NaT,,,1,time out,Random swap,,,
1687.0,Make decision,2025-05-31 00:29:18,Manager-000002,,0,,,,,
1687.0,Notify accept,2025-05-31 12:58:42,Manager-000001,,0,,,,,
1687.0,notify reject,2025-05-31 16:57:06,Manager-000006,,0,,,,,
1687.0,Deliver card,2025-05-31 19:42:12,Manager-000003,,0,,,,,
1687.0,review request received,2025-05-31 22:49:18,,,0,,,,,
1687.0,review request received,2025-05-31 22:49:18,,,1,Check for completeness,Random swap,,,
1687.0,Check for completeness,2025-05-31 22:59:18,Clerk-000003,,0,,,,,
1687.0,Check for completeness,2025-05-31 22:59:18,Clerk-000003,,1,review request received,Random swap,,,
1687.0,Perform checks,NaT,Clerk-000004,,0,,,,,
1687.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
1687.0,New online application received,NaT,,,0,,,,,
1687.0,Perform checks,NaT,Clerk-000001,,0,,,,,
1687.0,EVENT 13 END,NaT,,,0,,,,,
1687.0,Make decision,NaT,Manager-000002,,0,,,,,
1687.0,Perform checks,NaT,Clerk-000004,,1,Check for completeness,Random swap,,,
1687.0,Check for completeness,NaT,Clerk-000003,,1,Perform checks,Random swap,,,
1706.0,info received,2025-05-31 10:59:00,,,0,,,,,
1706.0,info received,2025-05-31 10:59:00,,,1,Check for completeness,Random swap,,,
1706.0,Check for completeness,2025-05-31 11:09:00,Clerk-000005,,0,,,,,
1706.0,Check for completeness,2025-05-31 11:09:00,Clerk-000005,,1,info received,Random swap,,,
1706.0,notify reject,2025-05-31 18:30:00,Manager-000002,,0,,,,,
1706.0,notify reject,2025-05-31 18:30:00,Manager-000002,,1,time out,Random swap,,,
1706.0,time out,2025-05-31 20:37:42,,,0,,,,,
1706.0,time out,2025-05-31 20:37:42,,,1,notify reject,Random swap,,,
1706.0,EVENT 13 END,2025-05-31 20:47:42,,,0,,,,,
1706.0,Perform checks,NaT,Clerk-000006,,0,,,,,
1706.0,Make decision,NaT,Manager-000001,,0,,,,,
1706.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
1706.0,New online application received,NaT,,,0,,,,,
1706.0,Request info,NaT,Manager-000006,,0,,,,,
1709.0,Perform checks,2025-05-31 13:33:06,Clerk-000006,,0,,,,,
1709.0,Check for completeness,2025-05-31 20:58:24,Clerk-000004,,0,,,,,
1709.0,New online application received,2025-05-31 20:58:24,,,0,,,,,
1709.0,Check for completeness,2025-05-31 20:58:24,Clerk-000004,,1,New online application received,Random swap,,,
1709.0,New online application received,2025-05-31 20:58:24,,,1,Check for completeness,Random swap,,,
1709.0,Perform checks,NaT,Clerk-000001,,0,,,,,
1709.0,Make decision,NaT,Manager-000002,,0,,,,,
1709.0,Notify accept,NaT,Manager-000005,,0,,,,,
1709.0,Make decision,NaT,Manager-000001,,0,,,,,
1709.0,Deliver card,NaT,Manager-000003,,0,,,,,
1709.0,EVENT 13 END,NaT,,,0,,,,,
1709.0,notify reject,NaT,Manager-000004,,0,,,,,
1709.0,review request received,NaT,,,0,,,,,
1709.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
1709.0,Make decision,NaT,Manager-000002,,1,Make decision,Random delete (for augmentation only),,,
1709.0,Make decision,NaT,Manager-000001,,1,Make decision,Random delete (for augmentation only),,,
1710.0,review request received,2025-05-31 07:30:06,,,0,,,,,
1710.0,Check for completeness,2025-05-31 07:40:06,Clerk-000005,,0,,,,,
1710.0,time out,2025-05-31 09:46:18,,,0,,,,,
1710.0,EVENT 13 END,2025-05-31 09:56:18,,,0,,,,,
1710.0,Perform checks,2025-05-31 18:41:00,Clerk-000003,,0,,,,,
1710.0,info received,2025-05-31 19:50:18,,,0,,,,,
1710.0,Check for completeness,2025-05-31 20:00:18,Clerk-000005,,0,,,,,
1710.0,Request info,2025-05-31 22:48:00,Manager-000002,,0,,,,,
1710.0,Make decision,NaT,Manager-000005,,0,,,,,
1710.0,info received,NaT,,,0,,,,,
1710.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
1710.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
1710.0,New online application received,NaT,,,0,,,,,
1710.0,Perform checks,NaT,Clerk-000002,,0,,,,,
1710.0,Make decision,NaT,Manager-000003,,0,,,,,
1710.0,notify reject,NaT,Manager-000006,,0,,,,,
1710.0,notify reject,NaT,Manager-000004,,0,,,,,
1710.0,Request info,NaT,Manager-000006,,0,,,,,
1710.0,Perform checks,NaT,Clerk-000002,,1,Make decision,Random swap,,,
1710.0,Make decision,NaT,Manager-000003,,1,Perform checks,Random swap,,,
1716.0,EVENT 13 END,2025-05-31 05:48:06,,,0,,,,,
1716.0,Check for completeness,2025-05-31 20:23:12,Clerk-000002,,0,,,,,
1716.0,New online application received,2025-05-31 20:23:12,,,0,,,,,
1716.0,Perform checks,2025-05-31 20:53:36,Clerk-000004,,0,,,,,
1716.0,Perform checks,2025-05-31 20:53:36,Clerk-000004,,1,Make decision,Random swap,,,
1716.0,Make decision,NaT,Manager-000003,,0,,,,,
1716.0,Notify accept,NaT,Manager-000005,,0,,,,,
1716.0,Deliver card,NaT,Manager-000004,,0,,,,,
1716.0,Notify accept,NaT,Manager-000005,,1,Notify accept,Random delete (for augmentation only),,,
1716.0,Make decision,NaT,Manager-000003,,1,Perform checks,Random swap,,,
1718.0,Make decision,2025-05-31 05:03:48,Manager-000003,,0,,,,,
1718.0,notify reject,2025-05-31 07:43:24,Manager-000005,,0,,,,,
1718.0,time out,2025-05-31 22:59:36,,,0,,,,,
1718.0,time out,2025-05-31 22:59:36,,,1,time out,Random delete (for augmentation only),,,
1718.0,EVENT 13 END,2025-05-31 23:09:36,,,0,,,,,
1718.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
1718.0,New online application received,NaT,,,0,,,,,
1718.0,Perform checks,NaT,Clerk-000002,,0,,,,,
1718.0,New online application received,NaT,,,1,Perform checks,Random swap,,,
1718.0,Perform checks,NaT,Clerk-000002,,1,New online application received,Random swap,,,
1721.0,Perform checks,2025-05-31 04:17:48,Clerk-000005,,0,,,,,
1721.0,Perform checks,2025-05-31 04:17:48,Clerk-000005,,1,Perform checks,Random delete (for augmentation only),,,
1721.0,Make decision,2025-05-31 05:02:00,Manager-000003,,0,,,,,
1721.0,Notify accept,2025-05-31 05:02:54,Manager-000002,,0,,,,,
1721.0,Deliver card,2025-05-31 07:06:30,Manager-000005,,0,,,,,
1721.0,EVENT 13 END,2025-05-31 20:58:36,,,0,,,,,
1721.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
1721.0,New online application received,NaT,,,0,,,,,
1721.0,Check for completeness,NaT,Clerk-000001,,1,New online application received,Random swap,,,
1721.0,New online application received,NaT,,,1,Check for completeness,Random swap,,,
1730.0,Check for completeness,2025-05-31 06:31:48,Clerk-000002,,0,,,,,
1730.0,New online application received,2025-05-31 06:31:48,,,0,,,,,
1730.0,New online application received,2025-05-31 06:31:48,,,1,New online application received,Random delete (for augmentation only),,,
1730.0,info received,2025-05-31 15:07:24,,,0,,,,,
1730.0,Check for completeness,2025-05-31 15:17:24,Clerk-000001,,0,,,,,
1730.0,Perform checks,2025-05-31 20:11:00,Clerk-000003,,0,,,,,
1730.0,Request info,2025-05-31 21:08:12,Manager-000006,,0,,,,,
1730.0,Make decision,2025-05-31 22:32:42,Manager-000005,,0,,,,,
1730.0,Notify accept,2025-05-31 23:04:48,Manager-000006,,0,,,,,
1730.0,Deliver card,NaT,Manager-000002,,0,,,,,
1730.0,EVENT 13 END,NaT,,,0,,,,,
1730.0,info received,NaT,,,0,,,,,
1730.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
1730.0,Request info,NaT,Manager-000002,,0,,,,,
1730.0,info received,NaT,,,0,,,,,
1730.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
1730.0,Request info,NaT,Manager-000001,,0,,,,,
1730.0,info received,NaT,,,0,,,,,
1730.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
1730.0,Request info,NaT,Manager-000003,,0,,,,,
1730.0,info received,NaT,,,1,info received,Random delete (for augmentation only),,,
1731.0,Request info,2025-05-31 13:16:36,Manager-000003,,0,,,,,
1731.0,time out,2025-05-31 14:44:42,,,0,,,,,
1731.0,EVENT 13 END,2025-05-31 14:54:42,,,0,,,,,
1731.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
1731.0,New online application received,NaT,,,0,,,,,
1731.0,Request info,NaT,Manager-000004,,0,,,,,
1731.0,info received,NaT,,,0,,,,,
1731.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
1731.0,Request info,NaT,Manager-000001,,0,,,,,
1731.0,info received,NaT,,,0,,,,,
1731.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
1731.0,Perform checks,NaT,Clerk-000002,,0,,,,,
1731.0,Make decision,NaT,Manager-000006,,0,,,,,
1731.0,info received,NaT,,,0,,,,,
1731.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
1731.0,notify reject,NaT,Manager-000002,,0,,,,,
1731.0,Request info,NaT,Manager-000004,,1,Request info,Random delete (for augmentation only),,,
1731.0,info received,NaT,,,1,Check for completeness,Random swap,,,
1731.0,Check for completeness,NaT,Clerk-000003,,1,info received,Random swap,,,
1735.0,Make decision,2025-05-31 01:53:48,Manager-000003,,0,,,,,
1735.0,Make decision,2025-05-31 01:53:48,Manager-000003,,1,Make decision,Random delete (for augmentation only),,,
1735.0,Request info,2025-05-31 05:16:00,Manager-000006,,0,,,,,
1735.0,info received,2025-05-31 10:57:00,,,0,,,,,
1735.0,Check for completeness,2025-05-31 11:07:00,Clerk-000002,,0,,,,,
1735.0,Notify accept,2025-05-31 13:16:24,Manager-000006,,0,,,,,
1735.0,Deliver card,2025-05-31 13:38:24,Manager-000005,,0,,,,,
1735.0,Deliver card,2025-05-31 13:38:24,Manager-000005,,1,Request info,Random swap,,,
1735.0,Request info,2025-05-31 15:27:12,Manager-000005,,0,,,,,
1735.0,Request info,2025-05-31 15:27:12,Manager-000005,,1,Deliver card,Random swap,,,
1735.0,EVENT 13 END,2025-05-31 21:18:54,,,0,,,,,
1735.0,EVENT 13 END,2025-05-31 21:18:54,,,1,EVENT 13 END,Random delete (for augmentation only),,,
1735.0,info received,NaT,,,0,,,,,
1735.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
1735.0,Perform checks,NaT,Clerk-000006,,0,,,,,
1735.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
1735.0,New online application received,NaT,,,0,,,,,
1737.0,Check for completeness,2025-05-31 00:05:12,Clerk-000006,,0,,,,,
1737.0,New online application received,2025-05-31 00:05:12,,,0,,,,,
1737.0,Perform checks,2025-05-31 03:09:06,Clerk-000004,,0,,,,,
1737.0,Make decision,2025-05-31 10:20:00,Manager-000003,,0,,,,,
1737.0,Notify accept,2025-05-31 15:35:30,Manager-000005,,0,,,,,
1737.0,Deliver card,2025-05-31 17:17:24,Manager-000002,,0,,,,,
1737.0,EVENT 13 END,NaT,,,0,,,,,
1737.0,EVENT 13 END,NaT,,,1,EVENT 13 END,Random delete (for augmentation only),,,
1742.0,EVENT 13 END,2025-05-31 11:44:12,,,0,,,,,
1742.0,info received,2025-05-31 11:51:42,,,0,,,,,
1742.0,Check for completeness,2025-05-31 12:01:42,Clerk-000004,,0,,,,,
1742.0,Perform checks,2025-05-31 15:14:30,Clerk-000006,,0,,,,,
1742.0,Make decision,NaT,Manager-000001,,0,,,,,
1742.0,Notify accept,NaT,Manager-000005,,0,,,,,
1742.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
1742.0,New online application received,NaT,,,0,,,,,
1742.0,Deliver card,NaT,Manager-000003,,0,,,,,
1742.0,Request info,NaT,Manager-000004,,0,,,,,
1742.0,New online application received,NaT,,,1,New online application received,Random delete (for augmentation only),,,
1744.0,Request info,2025-05-31 13:06:36,Manager-000004,,0,,,,,
1744.0,Check for completeness,2025-05-31 14:06:36,Clerk-000003,,0,,,,,
1744.0,New online application received,2025-05-31 14:06:36,,,0,,,,,
1744.0,notify reject,2025-05-31 22:36:54,Manager-000004,,0,,,,,
1744.0,notify reject,2025-05-31 22:36:54,Manager-000004,,1,notify reject,Random delete (for augmentation only),,,
1744.0,info received,2025-05-31 22:51:54,,,0,,,,,
1744.0,Check for completeness,2025-05-31 23:01:54,Clerk-000003,,0,,,,,
1744.0,Perform checks,NaT,Clerk-000002,,0,,,,,
1744.0,Make decision,NaT,Manager-000004,,0,,,,,
1744.0,Request info,NaT,Manager-000005,,0,,,,,
1744.0,info received,NaT,,,0,,,,,
1744.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
1744.0,time out,NaT,,,0,,,,,
1744.0,EVENT 13 END,NaT,,,0,,,,,
1744.0,notify reject,NaT,Manager-000002,,0,,,,,
1744.0,Request info,NaT,Manager-000002,,0,,,,,
1744.0,info received,NaT,,,0,,,,,
1744.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
1744.0,Perform checks,NaT,Clerk-000001,,0,,,,,
1744.0,Make decision,NaT,Manager-000006,,0,,,,,
1744.0,review request received,NaT,,,0,,,,,
1744.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
1744.0,Check for completeness,NaT,Clerk-000002,,1,time out,Random swap,,,
1744.0,time out,NaT,,,1,Check for completeness,Random swap,,,
1744.0,Perform checks,NaT,Clerk-000001,,1,Make decision,Random swap,,,
1744.0,Make decision,NaT,Manager-000006,,1,Perform checks,Random swap,,,
1747.0,time out,2025-05-31 01:42:12,,,0,,,,,
1747.0,EVENT 13 END,2025-05-31 01:52:12,,,0,,,,,
1747.0,Perform checks,2025-05-31 08:20:12,Clerk-000004,,0,,,,,
1747.0,Request info,2025-05-31 08:29:06,Manager-000006,,0,,,,,
1747.0,Make decision,2025-05-31 12:42:00,Manager-000004,,0,,,,,
1747.0,info received,2025-05-31 22:50:48,,,0,,,,,
1747.0,Check for completeness,2025-05-31 23:00:48,Clerk-000003,,0,,,,,
1747.0,Request info,NaT,Manager-000003,,0,,,,,
1747.0,info received,NaT,,,0,,,,,
1747.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
1747.0,notify reject,NaT,Manager-000002,,0,,,,,
1747.0,Perform checks,NaT,Clerk-000006,,0,,,,,
1747.0,Make decision,NaT,Manager-000001,,0,,,,,
1747.0,notify reject,NaT,Manager-000006,,0,,,,,
1747.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
1747.0,New online application received,NaT,,,0,,,,,
1747.0,review request received,NaT,,,0,,,,,
1747.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
1747.0,notify reject,NaT,Manager-000006,,1,notify reject,Random delete (for augmentation only),,,
1747.0,Make decision,NaT,Manager-000001,,1,notify reject,Random swap,,,
1747.0,notify reject,NaT,Manager-000006,,1,Make decision,Random swap,,,
1747.0,Perform checks,NaT,Clerk-000006,,1,Perform checks,Random delete (for augmentation only),,,
1754.0,Perform checks,2025-05-31 01:02:18,Clerk-000002,,0,,,,,
1754.0,Check for completeness,2025-05-31 11:42:06,Clerk-000004,,0,,,,,
1754.0,New online application received,2025-05-31 11:42:06,,,0,,,,,
1754.0,Check for completeness,2025-05-31 11:42:06,Clerk-000004,,1,New online application received,Random swap,,,
1754.0,New online application received,2025-05-31 11:42:06,,,1,Check for completeness,Random swap,,,
1754.0,Make decision,2025-05-31 16:28:00,Manager-000003,,0,,,,,
1754.0,Make decision,2025-05-31 16:28:00,Manager-000003,,1,Make decision,Random delete (for augmentation only),,,
1754.0,Notify accept,2025-05-31 20:46:48,Manager-000001,,0,,,,,
1754.0,Notify accept,2025-05-31 20:46:48,Manager-000001,,1,Notify accept,Random delete (for augmentation only),,,
1754.0,Perform checks,2025-05-31 21:02:48,Clerk-000006,,0,,,,,
1754.0,Deliver card,2025-05-31 22:50:48,Manager-000005,,0,,,,,
1754.0,EVENT 13 END,2025-05-31 23:28:12,,,0,,,,,
1754.0,Make decision,NaT,Manager-000004,,0,,,,,
